State,City Tier,Brand,Year of Manufacture,Owner Type,Seller Type,Fuel Type,Insurance Status,Price (INR),Registration Year,Avg Daily Distance (km),Engine Capacity (cc),Mileage (km/l),Efficiency score,Daily fuel consumption,Resale Price (INR),Resale score,Model,Depreciation
Maharashtra,Tier 1,KTM,2017,First,Dealer,Petrol,Active,"1,02,137.00 ",2017,58.23,427,42.47,0.1,1.37,"41,709.76 ",12768,390 Adventure,60427.24
Karnataka,Tier 1,Yamaha,2015,First,Dealer,Petrol,Active,"2,51,791.00 ",2015,43.66,635,59.06,0.09,0.74,"1,82,517.70 ",25180,R15 V4,69273.3
Karnataka,Tier 1,TVS,2018,First,Individual,Petrol,Active,"2,27,609.00 ",2018,35.23,163,53.17,0.33,0.66,"95,116.70 ",32516,Sport,132492.3
West Bengal,Tier 1,Yamaha,2022,First,Individual,Petrol,Active,"2,06,005.00 ",2022,18.59,944,49.54,0.05,0.38,"1,56,970.81 ",68669,Fascino 125,49034.19
Tamil Nadu,Tier 1,Yamaha,2017,First,Individual,Petrol,Active,"3,86,210.00 ",2017,27.54,736,37.76,0.05,0.73,"1,58,051.07 ",48277,FZ V3,228158.93
West Bengal,Tier 1,KTM,2016,First,Dealer,Petrol,Active,"1,74,759.00 ",2016,66.68,107,39.62,0.37,1.68,"1,00,176.18 ",19418,Duke 200,74582.82
Punjab,Tier 1,Kawasaki,2021,First,Individual,Petrol,Active,"3,97,871.00 ",2021,47.1,459,43.21,0.09,1.09,"2,10,620.44 ",99468,Vulcan S,187250.56
Madhya Pradesh,Tier 1,Royal Enfield,2018,First,Dealer,Petrol,Active,"3,07,159.00 ",2018,29.87,327,36.01,0.11,0.83,"2,24,328.44 ",43880,Hunter 350,82830.56
Madhya Pradesh,Tier 1,Bajaj,2019,First,Individual,Petrol,Active,"1,34,346.00 ",2019,7.2,294,40.77,0.14,0.18,"96,882.30 ",22391,Avenger 220,37463.7
Karnataka,Tier 1,Kawasaki,2020,First,Dealer,Petrol,Active,"3,55,799.00 ",2020,62.42,524,58.82,0.11,1.06,"2,31,081.82 ",71160,Ninja 400,124717.18
Delhi,Tier 1,Bajaj,2017,First,Dealer,Petrol,Active,"3,56,475.00 ",2017,72.21,931,37.42,0.04,1.93,"1,95,682.90 ",44560,Dominar 400,160792.1
Rajasthan,Tier 1,Royal Enfield,2022,First,Dealer,Petrol,Active,"3,43,659.00 ",2022,7.23,595,35.84,0.06,0.2,"2,61,733.64 ",114553,Himalayan,81925.36
Karnataka,Tier 1,TVS,2022,First,Individual,Petrol,Active,"83,220.00 ",2022,59.92,295,37.34,0.13,1.6,"49,331.58 ",27740,Sport,33888.42
Uttar Pradesh,Tier 1,Royal Enfield,2016,First,Individual,Petrol,Active,"2,15,510.00 ",2016,15.34,569,55.12,0.1,0.28,"1,17,900.50 ",23946,Hunter 350,97609.5
Karnataka,Tier 1,Yamaha,2021,First,Dealer,Petrol,Active,"3,33,768.00 ",2021,22.9,494,34.45,0.07,0.66,"1,49,788.37 ",83442,Fascino 125,183979.63
Madhya Pradesh,Tier 1,Royal Enfield,2021,First,Individual,Petrol,Active,"1,97,799.00 ",2021,25.51,222,36.78,0.17,0.69,"81,918.00 ",49450,Hunter 350,115881
Tamil Nadu,Tier 1,Honda,2016,First,Individual,Petrol,Active,"1,23,717.00 ",2016,71.86,671,35.3,0.05,2.04,"83,823.59 ",13747,Activa,39893.41
Karnataka,Tier 1,Honda,2019,First,Dealer,Petrol,Active,"2,88,269.00 ",2019,24.63,485,43.54,0.09,0.57,"1,20,462.15 ",48045,Unicorn,167806.85
Delhi,Tier 1,Honda,2021,First,Individual,Petrol,Active,"2,56,274.00 ",2021,38.61,438,51.91,0.12,0.74,"1,48,424.54 ",64069,Dio,107849.46
Tamil Nadu,Tier 1,Yamaha,2020,First,Dealer,Petrol,Active,"3,66,727.00 ",2020,28.16,482,52.05,0.11,0.54,"2,08,346.96 ",73346,FZ V3,158380.04
Gujarat,Tier 1,Honda,2019,First,Individual,Petrol,Active,"3,17,000.00 ",2019,17.9,344,36.96,0.11,0.48,"2,02,385.96 ",52834,Unicorn,114614.04
Tamil Nadu,Tier 1,Royal Enfield,2016,First,Individual,Petrol,Active,"2,38,694.00 ",2016,5.91,539,26.13,0.05,0.23,"1,08,378.52 ",26522,Interceptor 650,130315.48
Punjab,Tier 1,Hero,2018,First,Dealer,Petrol,Active,"3,40,234.00 ",2018,70.42,739,53.38,0.07,1.32,"1,37,522.73 ",48605,HF Deluxe,202711.27
Uttar Pradesh,Tier 1,Hero,2022,First,Dealer,Petrol,Active,"3,54,204.00 ",2022,78.81,883,42.85,0.05,1.84,"1,79,951.45 ",118068,Splendor Plus,174252.55
West Bengal,Tier 1,Yamaha,2019,First,Dealer,Petrol,Active,"2,02,737.00 ",2019,6.59,316,46.28,0.15,0.14,"1,61,465.61 ",33790,Fascino 125,41271.39
Madhya Pradesh,Tier 1,Honda,2022,First,Individual,Petrol,Active,"1,38,648.00 ",2022,45.41,418,44.18,0.11,1.03,"91,335.15 ",46216,CBR 650R,47312.85
Punjab,Tier 1,Yamaha,2018,First,Individual,Petrol,Active,"1,21,226.00 ",2018,32.69,841,31.8,0.04,1.03,"70,853.02 ",17318,Ray ZR,50372.98
Delhi,Tier 1,TVS,2015,First,Individual,Petrol,Active,"3,50,499.00 ",2015,35.9,791,34.88,0.04,1.03,"1,68,801.09 ",35050,Jupiter,181697.91
Rajasthan,Tier 1,Hero,2020,First,Individual,Petrol,Active,"60,381.00 ",2020,62.92,533,52.77,0.1,1.19,"28,211.54 ",12077,HF Deluxe,32169.46
Rajasthan,Tier 1,TVS,2015,First,Individual,Electric,Expired,"1,33,793.00 ",2015,79.18,507,77.83,0.15,1.02,"73,437.25 ",13380,NTorq 125,60355.75
Madhya Pradesh,Tier 1,TVS,2018,First,Individual,Electric,Expired,"1,01,199.00 ",2018,56.35,230,90.48,0.39,0.62,"66,574.27 ",14457,Ronin,34624.73
Rajasthan,Tier 1,TVS,2017,First,Dealer,Electric,Expired,"3,05,039.00 ",2017,33.62,539,83.44,0.15,0.4,"2,15,505.69 ",38130,Apache RTR 160,89533.31
Madhya Pradesh,Tier 1,Kawasaki,2016,First,Dealer,Electric,Expired,"1,01,679.00 ",2016,37.83,593,87.72,0.15,0.43,"51,278.29 ",11298,Ninja 300,50400.71
Madhya Pradesh,Tier 1,Kawasaki,2022,First,Dealer,Electric,Expired,"2,67,705.00 ",2022,77.54,279,80.72,0.29,0.96,"1,22,729.96 ",89235,Versys 650,144975.04
Tamil Nadu,Tier 1,KTM,2019,First,Individual,Electric,Expired,"1,88,519.00 ",2019,77.59,719,80.76,0.11,0.96,"88,738.40 ",31420,125 Duke,99780.6
Delhi,Tier 1,KTM,2021,First,Dealer,Electric,Expired,"89,699.00 ",2021,6.23,783,93.92,0.12,0.07,"43,131.88 ",22425,125 Duke,46567.12
Madhya Pradesh,Tier 1,Kawasaki,2022,First,Individual,Electric,Expired,"1,99,105.00 ",2022,62.48,652,77.5,0.12,0.81,"1,25,795.20 ",66369,Versys 650,73309.8
Punjab,Tier 1,Kawasaki,2019,First,Dealer,Electric,Expired,"3,33,795.00 ",2019,37.17,916,93.24,0.1,0.4,"2,66,137.07 ",55633,Ninja 300,67657.93
Punjab,Tier 1,Bajaj,2019,First,Dealer,Electric,Expired,"1,18,347.00 ",2019,72.85,469,79.31,0.17,0.92,"62,225.75 ",19725,Dominar 400,56121.25
Delhi,Tier 1,Honda,2019,First,Individual,Electric,Expired,"2,67,155.00 ",2019,34.01,890,86.81,0.1,0.39,"1,72,741.87 ",44526,CBR 650R,94413.13
Punjab,Tier 1,Bajaj,2022,First,Individual,Electric,Expired,"1,22,556.00 ",2022,57.97,486,79.57,0.16,0.73,"65,906.85 ",40852,Avenger 220,56649.15
Delhi,Tier 1,KTM,2021,First,Individual,Electric,Expired,"1,46,504.00 ",2021,15.04,529,79.84,0.15,0.19,"96,749.47 ",36626,Duke 200,49754.53
Punjab,Tier 1,Bajaj,2015,First,Individual,Electric,Expired,"2,69,792.00 ",2015,43.74,990,77.61,0.08,0.56,"1,41,233.50 ",26980,Avenger 220,128558.5
Punjab,Tier 1,Kawasaki,2020,First,Dealer,Electric,Expired,"2,84,110.00 ",2020,75.06,412,73.54,0.18,1.02,"1,21,757.32 ",56822,Versys 650,162352.68
Karnataka,Tier 1,Kawasaki,2015,First,Dealer,Electric,Expired,"2,76,258.00 ",2015,41.23,725,84.82,0.12,0.49,"1,37,391.48 ",27626,Versys 650,138866.52
Tamil Nadu,Tier 1,Royal Enfield,2016,First,Individual,Electric,Expired,"1,55,814.00 ",2016,20.06,413,98.46,0.24,0.2,"1,01,803.65 ",17313,Classic 350,54010.35
Uttar Pradesh,Tier 1,Honda,2016,First,Individual,Electric,Expired,"1,40,427.00 ",2016,47.32,964,96.87,0.1,0.49,"87,847.34 ",15603,Shine,52579.66
Rajasthan,Tier 1,Kawasaki,2020,First,Individual,Electric,Expired,"1,43,424.00 ",2020,74.04,710,94.59,0.13,0.78,"1,07,115.59 ",28685,Vulcan S,36308.41
Punjab,Tier 1,KTM,2015,First,Dealer,Electric,Expired,"3,86,878.00 ",2015,49.97,650,81.89,0.13,0.61,"2,85,276.61 ",38688,Duke 200,101601.39
Rajasthan,Tier 1,Royal Enfield,2015,First,Individual,Electric,Expired,"1,13,604.00 ",2015,15.9,392,93.34,0.24,0.17,"76,294.19 ",11361,Interceptor 650,37309.81
Gujarat,Tier 1,Honda,2021,First,Individual,Electric,Expired,"88,151.00 ",2021,34.4,950,89.39,0.09,0.38,"51,206.31 ",22038,Activa,36944.69
Gujarat,Tier 1,TVS,2022,First,Individual,Electric,Expired,"2,52,780.00 ",2022,50.71,332,89.59,0.27,0.57,"1,63,795.19 ",84260,Apache RTR 160,88984.81
Punjab,Tier 1,Yamaha,2017,First,Dealer,Electric,Expired,"3,91,201.00 ",2017,51.09,298,86.16,0.29,0.59,"2,98,279.94 ",48901,MT-15,92921.06
Gujarat,Tier 1,Yamaha,2021,First,Dealer,Electric,Expired,"3,56,334.00 ",2021,8.16,337,82.7,0.25,0.1,"1,55,409.33 ",89084,MT-15,200924.67
West Bengal,Tier 1,Honda,2015,First,Individual,Electric,Expired,"1,67,302.00 ",2015,66.11,755,96.19,0.13,0.69,"69,953.44 ",16731,CBR 650R,97348.56
Madhya Pradesh,Tier 1,Kawasaki,2020,First,Dealer,Electric,Expired,"2,57,187.00 ",2020,49.89,726,66.38,0.09,0.75,"1,28,764.17 ",51438,Vulcan S,128422.83
Karnataka,Tier 1,Hero,2021,First,Individual,Electric,Expired,"1,01,681.00 ",2021,68.58,585,73.36,0.13,0.93,"69,409.88 ",25421,Xtreme 160R,32271.12
Delhi,Tier 1,Royal Enfield,2016,First,Individual,Electric,Expired,"1,07,024.00 ",2016,70.91,236,94.16,0.4,0.75,"55,346.59 ",11892,Interceptor 650,51677.41
Karnataka,Tier 1,Bajaj,2022,First,Dealer,Electric,Expired,"3,57,496.00 ",2022,70.86,654,79.23,0.12,0.89,"1,80,906.84 ",119166,CT 100,176589.16
Punjab,Tier 1,Kawasaki,2021,First,Dealer,Electric,Expired,"2,57,796.00 ",2021,75.49,102,75.64,0.74,1,"1,76,082.79 ",64449,Vulcan S,81713.21
West Bengal,Tier 1,Yamaha,2021,First,Dealer,Electric,Expired,"2,55,872.00 ",2021,66.98,293,71.68,0.24,0.93,"1,18,956.08 ",63968,Ray ZR,136915.92
Maharashtra,Tier 1,Kawasaki,2016,First,Individual,Electric,Expired,"54,487.00 ",2016,59.09,782,88.4,0.11,0.67,"25,102.26 ",6055,Versys 650,29384.74
Punjab,Tier 1,Honda,2022,First,Individual,Electric,Expired,"2,93,860.00 ",2022,52.14,521,79.55,0.15,0.66,"1,71,373.42 ",97954,Unicorn,122486.58
Uttar Pradesh,Tier 1,Royal Enfield,2019,First,Individual,Electric,Expired,"2,31,875.00 ",2019,66.03,846,62.85,0.07,1.05,"98,301.52 ",38646,Meteor 350,133573.48
Madhya Pradesh,Tier 1,TVS,2020,First,Individual,Electric,Expired,"2,61,882.00 ",2020,6.34,821,84.07,0.1,0.08,"1,30,018.31 ",52377,NTorq 125,131863.69
Madhya Pradesh,Tier 1,Hero,2017,First,Individual,Electric,Expired,"3,93,384.00 ",2017,29.08,320,77.41,0.24,0.38,"1,72,152.67 ",49173,Passion Pro,221231.33
Gujarat,Tier 1,Kawasaki,2015,First,Individual,Electric,Expired,"1,99,576.00 ",2015,45.31,650,98.4,0.15,0.46,"1,59,257.48 ",19958,Ninja 300,40318.52
Karnataka,Tier 1,Royal Enfield,2015,First,Dealer,Electric,Expired,"1,03,416.00 ",2015,73.48,561,64.9,0.12,1.13,"43,195.42 ",10342,Meteor 350,60220.58
Punjab,Tier 1,Bajaj,2020,First,Dealer,Electric,Expired,"2,30,023.00 ",2020,46.42,940,70.67,0.08,0.66,"1,29,927.80 ",46005,Pulsar 150,100095.2
West Bengal,Tier 1,Honda,2016,First,Individual,Electric,Expired,"1,99,317.00 ",2016,55.51,522,71.55,0.14,0.78,"1,08,599.38 ",22147,Unicorn,90717.62
Punjab,Tier 1,Yamaha,2022,First,Dealer,Electric,Expired,"3,07,457.00 ",2022,78.82,977,72.83,0.07,1.08,"1,96,857.11 ",102486,R15 V4,110599.89
Punjab,Tier 1,Royal Enfield,2015,First,Individual,Electric,Expired,"3,50,409.00 ",2015,53.12,528,60.26,0.11,0.88,"1,50,865.26 ",35041,Classic 350,199543.74
Tamil Nadu,Tier 1,Yamaha,2018,First,Dealer,Electric,Expired,"3,36,860.00 ",2018,54.2,681,90.16,0.13,0.6,"2,06,890.89 ",48123,MT-15,129969.11
Tamil Nadu,Tier 1,Hero,2021,First,Individual,Electric,Expired,"2,29,777.00 ",2021,29.91,255,98.07,0.38,0.3,"1,72,178.71 ",57445,Xtreme 160R,57598.29
Maharashtra,Tier 1,Bajaj,2019,First,Individual,Electric,Expired,"1,38,139.00 ",2019,8.28,322,91.45,0.28,0.09,"72,674.46 ",23024,Dominar 400,65464.54
Karnataka,Tier 1,TVS,2022,First,Dealer,Electric,Expired,"1,12,019.00 ",2022,7.39,553,65.84,0.12,0.11,"64,540.63 ",37340,Jupiter,47478.37
Gujarat,Tier 1,Bajaj,2021,First,Dealer,Electric,Expired,"2,69,171.00 ",2021,66.23,757,99.04,0.13,0.67,"1,71,313.31 ",67293,CT 100,97857.69
Gujarat,Tier 1,Royal Enfield,2015,First,Individual,Electric,Expired,"2,21,764.00 ",2015,15.42,161,79.7,0.5,0.19,"99,619.15 ",22177,Hunter 350,122144.85
Delhi,Tier 1,Honda,2016,First,Dealer,Electric,Expired,"61,468.00 ",2016,6.39,134,65.3,0.49,0.1,"28,442.79 ",6830,Shine,33025.21
Rajasthan,Tier 1,Royal Enfield,2018,First,Individual,Electric,Expired,"1,24,923.00 ",2018,39.08,436,87.53,0.2,0.45,"55,577.83 ",17847,Himalayan,69345.17
Rajasthan,Tier 1,TVS,2016,First,Individual,Electric,Expired,"3,11,178.00 ",2016,79.07,470,94.89,0.2,0.83,"1,73,780.88 ",34576,Jupiter,137397.12
West Bengal,Tier 1,Yamaha,2021,First,Dealer,Electric,Expired,"99,222.00 ",2021,38.54,918,96.54,0.11,0.4,"56,695.57 ",24806,MT-15,42526.43
Madhya Pradesh,Tier 1,Royal Enfield,2020,First,Individual,Electric,Expired,"3,20,061.00 ",2020,79.25,782,62.36,0.08,1.27,"1,90,036.91 ",64013,Interceptor 650,130024.09
Tamil Nadu,Tier 1,Royal Enfield,2015,First,Dealer,Electric,Expired,"3,90,904.00 ",2015,58.31,235,65.93,0.28,0.88,"2,25,448.76 ",39091,Classic 350,165455.24
Uttar Pradesh,Tier 1,Kawasaki,2015,First,Individual,Electric,Expired,"1,13,469.00 ",2015,33.39,935,67.64,0.07,0.49,"78,278.94 ",11347,Vulcan S,35190.06
Madhya Pradesh,Tier 1,TVS,2021,First,Dealer,Electric,Expired,"2,98,601.00 ",2021,50.39,497,96.13,0.19,0.52,"1,62,021.70 ",74651,Jupiter,136579.3
Madhya Pradesh,Tier 1,KTM,2019,First,Individual,Electric,Expired,"1,01,332.00 ",2019,49.39,751,92.87,0.12,0.53,"74,219.39 ",16889,RC 390,27112.61
Gujarat,Tier 1,TVS,2015,First,Individual,Electric,Expired,"3,31,344.00 ",2015,64.16,470,77.83,0.17,0.82,"1,76,062.42 ",33135,Apache RTR 160,155281.58
Madhya Pradesh,Tier 1,Royal Enfield,2019,First,Dealer,Electric,Expired,"64,266.00 ",2019,59.15,809,97.1,0.12,0.61,"47,807.30 ",10711,Interceptor 650,16458.7
Rajasthan,Tier 1,Royal Enfield,2016,First,Individual,Electric,Expired,"2,94,978.00 ",2016,12.16,113,89.2,0.79,0.14,"1,96,388.22 ",32776,Hunter 350,98589.78
Delhi,Tier 1,TVS,2021,First,Dealer,Electric,Expired,"3,56,569.00 ",2021,31.31,619,73.78,0.12,0.42,"2,84,160.17 ",89143,NTorq 125,72408.83
West Bengal,Tier 1,Honda,2022,First,Dealer,Electric,Expired,"2,99,560.00 ",2022,27.65,563,65.67,0.12,0.42,"2,09,483.20 ",99854,Dio,90076.8
Delhi,Tier 1,Honda,2019,First,Dealer,Electric,Expired,"3,48,727.00 ",2019,62.26,842,61.42,0.07,1.01,"1,58,967.26 ",58122,Unicorn,189759.74
Maharashtra,Tier 1,Kawasaki,2016,First,Individual,Electric,Expired,"2,92,746.00 ",2016,42.56,202,78.92,0.39,0.54,"1,29,098.05 ",32528,Vulcan S,163647.95
Punjab,Tier 1,Bajaj,2019,First,Dealer,Electric,Expired,"1,31,918.00 ",2019,17.6,883,79.51,0.09,0.22,"81,344.06 ",21987,CT 100,50573.94
Maharashtra,Tier 1,Hero,2022,First,Individual,Electric,Expired,"3,47,012.00 ",2022,77.2,399,96.55,0.24,0.8,"1,83,799.93 ",115671,Passion Pro,163212.07
Uttar Pradesh,Tier 1,Kawasaki,2019,First,Individual,Electric,Expired,"3,27,775.00 ",2019,5.43,426,98.45,0.23,0.06,"2,04,440.37 ",54630,Ninja 300,123334.63
Madhya Pradesh,Tier 1,Royal Enfield,2022,First,Individual,Electric,Expired,"1,98,753.00 ",2022,12.21,616,80.01,0.13,0.15,"83,923.92 ",66251,Meteor 350,114829.08
Delhi,Tier 1,Bajaj,2015,First,Individual,Electric,Expired,"3,55,893.00 ",2015,33.7,609,91.18,0.15,0.37,"2,48,467.74 ",35590,Platina 110,107425.26
Gujarat,Tier 1,KTM,2017,First,Dealer,Electric,Expired,"1,53,680.00 ",2017,13.64,446,93.88,0.21,0.15,"69,440.12 ",19210,RC 390,84239.88
Delhi,Tier 1,Hero,2015,First,Dealer,Electric,Expired,"1,23,375.00 ",2015,76.44,309,85.37,0.28,0.9,"94,789.39 ",12338,Passion Pro,28585.61
Rajasthan,Tier 1,Royal Enfield,2020,First,Dealer,Electric,Expired,"3,29,071.00 ",2020,58.78,810,87.44,0.11,0.67,"1,39,744.03 ",65815,Interceptor 650,189326.97
Delhi,Tier 1,Royal Enfield,2021,First,Dealer,Electric,Expired,"96,140.00 ",2021,36.67,221,83.5,0.38,0.44,"67,448.00 ",24035,Classic 350,28692
Tamil Nadu,Tier 1,Royal Enfield,2017,First,Individual,Electric,Expired,"1,44,160.00 ",2017,65.53,393,61.14,0.16,1.07,"65,153.28 ",18020,Interceptor 650,79006.72
West Bengal,Tier 1,KTM,2017,First,Dealer,Electric,Expired,"65,974.00 ",2017,31.32,334,94.48,0.28,0.33,"48,124.09 ",8247,390 Adventure,17849.91
Tamil Nadu,Tier 1,Hero,2019,First,Individual,Electric,Expired,"64,046.00 ",2019,60.79,839,71.2,0.08,0.85,"28,106.31 ",10675,Passion Pro,35939.69
Rajasthan,Tier 1,Bajaj,2020,First,Dealer,Electric,Expired,"68,690.00 ",2020,10.42,681,98.51,0.14,0.11,"41,925.01 ",13738,CT 100,26764.99
Tamil Nadu,Tier 1,Royal Enfield,2021,First,Dealer,Electric,Expired,"2,31,577.00 ",2021,16.45,620,89.47,0.14,0.18,"1,44,435.44 ",57895,Meteor 350,87141.56
Maharashtra,Tier 1,Honda,2021,First,Individual,Electric,Expired,"2,72,071.00 ",2021,71.16,711,72.65,0.1,0.98,"2,12,499.44 ",68018,Shine,59571.56
Delhi,Tier 1,Royal Enfield,2021,First,Individual,Electric,Expired,"2,13,193.00 ",2021,8.79,408,74.99,0.18,0.12,"92,612.25 ",53299,Interceptor 650,120580.75
Delhi,Tier 1,Bajaj,2019,First,Dealer,Electric,Expired,"1,34,097.00 ",2019,14.88,863,73.71,0.09,0.2,"81,440.74 ",22350,Pulsar 150,52656.26
Karnataka,Tier 1,Honda,2015,First,Individual,Electric,Expired,"2,10,045.00 ",2015,60.85,797,67.12,0.08,0.91,"1,62,219.06 ",21005,Dio,47825.94
Rajasthan,Tier 1,Yamaha,2020,First,Dealer,Electric,Expired,"2,20,228.00 ",2020,64.19,944,95,0.1,0.68,"1,68,149.98 ",44046,R15 V4,52078.02
Punjab,Tier 1,Bajaj,2018,First,Dealer,Electric,Expired,"1,20,418.00 ",2018,59.72,404,93.41,0.23,0.64,"61,531.33 ",17203,Avenger 220,58886.67
Delhi,Tier 1,Hero,2022,First,Individual,Electric,Expired,"2,54,801.00 ",2022,23.83,463,98.22,0.21,0.24,"1,83,682.50 ",84934,Splendor Plus,71118.5
Delhi,Tier 1,Hero,2022,First,Dealer,Electric,Expired,"66,295.00 ",2022,74.42,255,90.63,0.36,0.82,"43,692.37 ",22099,Xtreme 160R,22602.63
Maharashtra,Tier 1,Hero,2020,First,Dealer,Electric,Expired,"2,44,844.00 ",2020,64.71,866,83.77,0.1,0.77,"1,86,585.39 ",48969,Xtreme 160R,58258.61
Karnataka,Tier 1,Yamaha,2019,First,Individual,Electric,Expired,"73,014.00 ",2019,60.3,533,94.63,0.18,0.64,"41,106.76 ",12169,FZ V3,31907.24
Uttar Pradesh,Tier 1,Royal Enfield,2018,First,Dealer,Electric,Expired,"2,94,935.00 ",2018,45.13,219,68.4,0.31,0.66,"1,83,819.60 ",42134,Hunter 350,111115.4
Gujarat,Tier 1,TVS,2017,First,Dealer,Electric,Expired,"2,47,002.00 ",2017,33.67,848,97.43,0.11,0.35,"1,83,047.85 ",30876,NTorq 125,63954.15
West Bengal,Tier 1,KTM,2022,First,Individual,Electric,Expired,"3,59,578.00 ",2022,20,720,70.08,0.1,0.29,"2,46,538.17 ",119860,RC 390,113039.83
Karnataka,Tier 1,Honda,2022,First,Dealer,Electric,Expired,"1,23,749.00 ",2022,79.12,586,94.76,0.16,0.84,"50,327.81 ",41250,Activa,73421.19
Madhya Pradesh,Tier 1,Bajaj,2018,First,Dealer,Electric,Expired,"3,03,080.00 ",2018,16.65,887,67.42,0.08,0.25,"2,30,635.27 ",43298,Pulsar 150,72444.73
Rajasthan,Tier 1,KTM,2019,First,Individual,Electric,Expired,"1,66,799.00 ",2019,47.84,951,88.87,0.09,0.54,"1,03,353.41 ",27800,125 Duke,63445.59
Punjab,Tier 1,KTM,2017,First,Dealer,Electric,Expired,"1,76,322.00 ",2017,34.17,416,69.4,0.17,0.49,"1,20,356.94 ",22041,Duke 200,55965.06
Tamil Nadu,Tier 1,Hero,2022,First,Individual,Electric,Expired,"1,37,288.00 ",2022,35.85,704,81.08,0.12,0.44,"98,495.08 ",45763,Glamour,38792.92
Delhi,Tier 1,Hero,2016,First,Dealer,Electric,Expired,"2,49,673.00 ",2016,78.4,779,76.68,0.1,1.02,"1,64,340.51 ",27742,Xtreme 160R,85332.49
Maharashtra,Tier 1,Bajaj,2016,First,Individual,Electric,Expired,"2,25,794.00 ",2016,15.45,668,61.95,0.09,0.25,"1,10,698.69 ",25089,Avenger 220,115095.31
Tamil Nadu,Tier 1,Yamaha,2015,First,Individual,Electric,Expired,"1,77,618.00 ",2015,36.4,841,81.66,0.1,0.45,"1,01,324.45 ",17762,FZ V3,76293.55
Madhya Pradesh,Tier 1,Yamaha,2019,First,Dealer,Electric,Expired,"2,84,337.00 ",2019,31.3,616,86.11,0.14,0.36,"2,13,301.79 ",47390,FZ V3,71035.21
Rajasthan,Tier 1,KTM,2021,First,Individual,Electric,Expired,"1,28,348.00 ",2021,39.63,464,98.91,0.21,0.4,"56,661.23 ",32087,250 Duke,71686.77
Maharashtra,Tier 1,Bajaj,2017,First,Individual,Electric,Expired,"1,16,973.00 ",2017,34.12,701,74,0.11,0.46,"87,893.72 ",14622,Avenger 220,29079.28
Gujarat,Tier 1,Yamaha,2018,First,Dealer,Electric,Expired,"2,30,101.00 ",2018,32.72,997,99.04,0.1,0.33,"96,313.30 ",32872,Ray ZR,133787.7
Delhi,Tier 1,Royal Enfield,2018,First,Dealer,Electric,Expired,"3,02,087.00 ",2018,8.22,951,99.55,0.1,0.08,"1,85,141.44 ",43156,Classic 350,116945.56
Madhya Pradesh,Tier 1,Bajaj,2016,First,Dealer,Electric,Expired,"1,43,060.00 ",2016,49.62,639,63.61,0.1,0.78,"1,10,785.57 ",15896,Avenger 220,32274.43
Tamil Nadu,Tier 1,Hero,2022,First,Dealer,Electric,Expired,"2,02,815.00 ",2022,45.96,313,96.77,0.31,0.47,"1,45,029.61 ",67605,Xtreme 160R,57785.39
Karnataka,Tier 1,Royal Enfield,2015,First,Dealer,Electric,Expired,"3,19,656.00 ",2015,75.27,739,75.35,0.1,1,"2,31,087.17 ",31966,Himalayan,88568.83
Uttar Pradesh,Tier 1,Honda,2016,First,Individual,Electric,Expired,"2,90,372.00 ",2016,5.9,506,98.01,0.19,0.06,"2,11,947.15 ",32264,Shine,78424.85
Rajasthan,Tier 1,Royal Enfield,2015,First,Dealer,Electric,Expired,"1,48,777.00 ",2015,58.99,749,77.28,0.1,0.76,"65,983.44 ",14878,Classic 350,82793.56
Maharashtra,Tier 1,Yamaha,2018,First,Dealer,Electric,Expired,"2,54,065.00 ",2018,59.59,607,93.17,0.15,0.64,"1,69,601.07 ",36295,Ray ZR,84463.93
Uttar Pradesh,Tier 1,Bajaj,2015,First,Dealer,Electric,Expired,"3,51,817.00 ",2015,37.07,460,70.44,0.15,0.53,"2,21,100.66 ",35182,Platina 110,130716.34
Gujarat,Tier 1,Honda,2021,First,Dealer,Electric,Expired,"59,924.00 ",2021,51.45,878,61.15,0.07,0.84,"41,782.90 ",14981,Dio,18141.1
Delhi,Tier 1,Hero,2018,First,Dealer,Electric,Expired,"3,00,652.00 ",2018,72.45,332,99.74,0.3,0.73,"1,85,767.61 ",42951,Glamour,114884.39
West Bengal,Tier 1,Kawasaki,2021,First,Dealer,Electric,Expired,"3,20,581.00 ",2021,24.98,387,93.96,0.24,0.27,"1,94,312.82 ",80146,Ninja 300,126268.18
Karnataka,Tier 1,Honda,2022,First,Individual,Electric,Expired,"2,11,407.00 ",2022,63.19,793,99.94,0.13,0.63,"1,28,795.98 ",70469,Unicorn,82611.02
Punjab,Tier 1,Honda,2016,First,Individual,Electric,Expired,"76,225.00 ",2016,43.58,977,67.21,0.07,0.65,"30,555.12 ",8470,CBR 650R,45669.88
Delhi,Tier 1,Bajaj,2022,First,Individual,Electric,Expired,"1,75,340.00 ",2022,18.04,937,89.92,0.1,0.2,"1,15,608.58 ",58447,Avenger 220,59731.42
Punjab,Tier 1,Hero,2015,First,Dealer,Electric,Expired,"2,99,225.00 ",2015,63.6,251,71.07,0.28,0.89,"1,51,984.82 ",29923,Splendor Plus,147240.18
Madhya Pradesh,Tier 1,Royal Enfield,2017,First,Dealer,Electric,Expired,"3,30,012.00 ",2017,79.28,613,85.54,0.14,0.93,"1,82,729.01 ",41252,Meteor 350,147282.99
